
> frontend@1.0.0 dev
> vite --host 0.0.0.0 --port 8080


  VITE v5.4.19  ready in 419 ms

  ➜  Local:   http://localhost:8080/
  ➜  Network: http://10.3.12.4:8080/
Proxying request: GET /api/mailboxes
Proxying request: GET /api/mailboxes
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/toms%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/emails/toms%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/users
Proxying request: GET /api/forwarding/settings?mailbox=test@freeagent.live
Proxying request: GET /api/forwarding/settings?mailbox=test@freeagent.live
Proxying request: GET /api/auth/2fa/status
Proxying request: GET /api/security/stats
Proxying request: GET /api/auth/2fa/status
Proxying request: GET /api/security/stats
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/emails/toms%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/toms%40freeagent.live
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/mailboxes
Proxying request: POST /api/admin/mailboxes/create
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/admin/users
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/mailboxes
Proxying request: GET /api/admin/users
Proxying request: POST /api/admin/users/create
Proxying request: GET /api/admin/users
Proxying request: GET /api/mailboxes
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/mailboxes
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/xiaoju%40freeagent.live
Proxying request: GET /api/emails/toms%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
Proxying request: GET /api/emails/baileypetr3%40freeagent.live
Proxying request: GET /api/emails/noreply%40freeagent.live
Proxying request: GET /api/emails/test%40freeagent.live
Proxying request: GET /api/emails/support%40freeagent.live
Proxying request: GET /api/emails/info%40freeagent.live
Proxying request: GET /api/emails/tomo%40freeagent.live
Proxying request: GET /api/emails/dtsd%40freeagent.live
Proxying request: GET /api/emails/chatgpt%40freeagent.live
Proxying request: GET /api/emails/admin%40freeagent.live
